Ship_1_start,Ship_1_unload,Ship_1_load,Ship_2_start,Ship_2_unload,Ship_2_load,Ship_3_start,Ship_3_unload,Ship_3_load,Ship_4_start,Ship_4_unload,Ship_4_load,Ship_5_start,Ship_5_unload,Ship_5_load,Ship_6_start,Ship_6_unload,Ship_6_load,Ship_7_start,Ship_7_unload,Ship_7_load,Ship_8_start,Ship_8_unload,Ship_8_load,Ship_9_start,Ship_9_unload,Ship_9_load,Ship_10_start,Ship_10_unload,Ship_10_load,Ship_11_start,Ship_11_unload,Ship_11_load,Ship_12_start,Ship_12_unload,Ship_12_load,Ship_13_start,Ship_13_unload,Ship_13_load,Ship_14_start,Ship_14_unload,Ship_14_load,Ship_15_start,Ship_15_unload,Ship_15_load,Ship_16_start,Ship_16_unload,Ship_16_load,Ship_17_start,Ship_17_unload,Ship_17_load,Ship_18_start,Ship_18_unload,Ship_18_load,Ship_19_start,Ship_19_unload,Ship_19_load,Ship_20_start,Ship_20_unload,Ship_20_load,Ship_21_start,Ship_21_unload,Ship_21_load,Ship_22_start,Ship_22_unload,Ship_22_load
3893,3364,2304,6614,3758,719,7027,4783,1229,3289,3129,2222,4785,3168,1389,6444,3833,351,5517,2569,3743,6113,5211,6042,3228,2266,5973,440,22,6181,6576,3717,4310,241,154,2396,2964,909,1673,7010,4646,4879,9122,3196,5693,8796,7468,9690,8164,5036,951,3080,299,4337,7318,4188,3949,11063,210,939,8934,7315,5296,5405,944,6081
2833,2631,3947,3575,147,1104,3473,2549,4040,2382,645,2738,3006,2304,5221,2962,2391,6475,6691,5241,4286,6944,4328,1727,6935,2930,668,6599,3355,597,7169,3346,3170,2483,1478,787,3728,750,3566,7243,3390,5241,11619,4105,877,11018,10448,4722,4079,597,6380,7118,315,4986,7079,7074,10598,11792,5025,214,6915,5875,2844,10542,6388,3599
4149,3832,6238,4532,2823,1926,4964,3732,119,4475,317,2302,5923,2306,1213,7046,3379,452,5736,2184,809,4343,1184,364,4673,2108,3070,3841,2023,2959,6993,1523,492,1792,726,2152,6544,1507,1035,9094,1234,2654,8391,3642,6750,5292,800,4461,9862,8550,4736,11789,5377,2764,10603,7523,5580,6981,6746,9106,3884,1728,1629,7753,3326,4301
6555,4072,54,3635,103,2521,1351,1296,3743,6460,5549,4828,4830,2448,4160,4119,3967,4283,4361,3318,1294,3523,1667,627,5635,5071,5311,4777,1690,1750,5962,4635,2439,3218,386,2503,6072,5229,3399,10514,54,516,11499,6943,2346,8953,8176,9466,6048,2787,3178,9176,5067,5997,8660,7333,4032,9341,2365,2409,3785,2431,3570,8728,5117,925
2537,863,1908,6053,6031,2250,3798,331,2699,5739,369,1259,6542,4076,3888,4435,2104,1648,2337,1405,307,2483,537,3694,5875,4896,2537,4837,3275,2436,3766,1099,879,5335,2184,975,4242,2564,1488,10976,7215,5944,6902,991,3080,10243,464,1302,6439,3596,8690,10106,397,1234,5359,2483,5758,9385,5646,4263,4924,2364,1637,4536,998,3136
3582,2512,3433,2272,20,3131,6166,305,48,6629,3191,673,6354,1547,1635,3979,1216,1311,1239,1032,6081,5640,2755,3230,3516,881,604,3998,944,2921,3546,2996,3314,4126,3824,5674,3166,882,4493,9705,8437,2499,8991,7841,803,11081,7820,6256,11533,587,588,10943,2960,2852,8634,1164,2052,8002,5759,1083,4197,1597,3236,6674,1394,4240
4503,760,165,5383,3888,2977,5909,708,792,4111,2265,3702,6442,1341,1946,4074,2060,2267,6288,5147,3963,6115,3863,3766,3239,1842,2257,5975,4338,5341,3864,2700,3797,5976,5520,6114,6777,3272,2342,3767,338,2160,1953,1230,8376,9517,3393,3625,11534,9315,8899,10835,8837,8425,9522,7473,9680,3326,235,919,5836,957,761,9520,358,89
3908,3031,4566,4472,3297,4320,5993,1735,1630,5548,3517,4833,7047,2000,701,4281,662,3543,5104,3768,1694,6018,3976,834,3654,598,1021,6978,827,379,4961,1858,1474,6570,6322,3666,5847,3482,1764,5589,5471,7784,9099,988,1824,9749,498,1540,11118,845,1329,10423,7482,5334,11729,5255,72,4010,2630,809,5640,2787,8450,9251,8877,9935
5443,2633,915,5495,2452,2396,5888,922,758,6864,187,439,5748,1715,2546,7162,4275,2707,3030,663,4159,2876,2049,5279,4077,3934,953,6530,5525,968,4577,3324,3757,3914,81,2462,4129,3537,2676,7902,5888,3461,9935,4592,1567,10791,2948,2556,11602,10569,3371,8275,3435,4595,6546,1017,1327,2189,1703,2692,11303,2531,2517,10309,6439,4371
3725,2185,5406,5439,4282,3882,5724,5520,2107,7116,5087,3669,6579,358,401,5594,819,538,6526,2186,361,6106,2136,1652,1096,902,195,1973,1877,2118,5010,1950,266,6295,545,1382,3268,2012,1728,5475,260,4943,6910,3155,1537,10399,9937,2013,4404,3861,11273,9435,8956,8965,6856,3632,4104,3178,1258,1026,11289,11105,10792,8241,3263,2717
6946,3556,3519,5039,3700,3228,2311,456,136,5698,2381,2885,6622,2895,64,5313,4494,2594,4701,2176,1614,5622,3939,4176,389,43,5332,2214,1723,3106,3326,1574,1178,7132,473,477,2984,1889,1104,10158,10086,1726,5292,1764,7735,2475,1436,4631,11816,5394,989,9444,5926,6371,7328,3240,6109,2946,1248,1116,10976,7108,6534,7695,6250,1481
6909,4963,3712,4567,3808,3651,1991,1391,3594,6202,830,1396,3791,2583,1124,3413,2951,5695,4139,1086,948,5859,5442,77,5678,5461,282,3597,32,555,2930,1825,315,7136,5355,3472,2199,890,5693,1798,880,7470,11263,3909,2371,5670,2355,5852,7411,4340,2009,9889,9264,1810,10197,1191,2623,2814,1251,635,10402,8798,7206,2926,1936,9054
5658,4333,3134,4410,22,1689,4194,1672,3893,6768,4548,571,2332,1764,737,6157,1005,139,4001,58,2225,494,352,370,499,423,2603,4120,1095,1882,1420,376,4287,5253,531,2004,7002,2970,1400,8388,1962,5478,9725,5698,4454,9167,4937,1283,5080,1634,739,2435,966,8849,11629,10689,2181,2198,96,5828,8810,5650,48,10044,5469,3243
4459,2963,4352,6077,5238,5058,6415,836,350,2791,1532,5087,1305,335,2137,5291,4384,2521,6168,452,977,512,354,3928,2679,376,2475,4907,2963,4210,5331,4952,1153,6726,1805,1654,5432,3245,4899,11904,5598,2517,8481,1829,3585,5513,3649,4329,4185,653,4414,10318,1488,225,3121,2648,8655,7930,6738,2195,3208,569,5512,7818,5048,5359
5848,4119,2445,5897,2172,1046,5929,1803,1605,6346,6294,2731,3107,1940,1742,3428,471,785,6693,5636,1713,4086,3678,4397,4778,440,1190,6154,3871,2339,1532,137,2966,6575,5064,795,7086,131,59,8823,4934,7403,10237,5374,853,6193,1334,1834,7946,5746,6536,9055,6630,9510,9128,2698,1348,3387,2402,625,8151,1212,1118,8129,6164,9782
4174,43,1136,4771,1559,2949,5731,2963,1413,2783,205,4050,2909,2530,4012,3742,2942,4246,2770,77,3215,4805,4260,133,5528,4144,1002,4622,3585,5074,4361,1942,1342,2306,611,4462,7014,3675,2686,11292,4752,4602,5716,4441,5680,6693,6661,8745,8736,6745,8909,11935,4128,1831,7778,147,3920,1610,1036,7657,8057,746,293,11747,2887,263
5267,1494,1591,6161,4662,2295,4181,666,2220,6628,2272,681,4391,157,651,5046,836,1228,5908,236,1525,678,473,4670,2386,1075,2975,6111,5590,1543,3761,749,923,6157,5439,176,6025,1555,938,11142,385,720,6955,5106,7974,8777,178,3193,10900,4726,4610,9638,1290,1269,11551,6000,717,8231,451,3376,7604,2056,5089,9123,5711,3706
5364,1493,3007,3794,3669,3182,5735,1876,1473,5037,402,1645,4885,2251,613,5438,3400,2119,7197,6586,4732,4875,2913,1152,4286,348,2760,2064,499,1485,3935,3805,6889,894,83,3156,5408,544,1691,11477,8027,3965,9823,5949,5777,11792,726,898,10784,4873,49,9617,7025,1510,6268,4907,3094,11156,10598,7068,10637,9245,9460,7118,4077,4104
6878,1923,1112,3307,1584,4437,5332,129,1336,6280,4482,3349,3247,251,51,4157,3076,89,5343,3673,1667,3114,177,1543,6698,2888,2901,3050,374,2000,7019,387,145,3967,2980,3509,6555,2360,2186,7415,7268,8359,9651,2844,1671,11964,7244,4174,5960,2459,1634,4102,157,7663,4455,3471,4913,7626,500,707,10852,10365,3773,7145,6474,11202
6067,581,972,6160,282,301,6539,6030,6345,5147,3890,1486,3047,1981,2598,1170,775,1962,3337,210,1383,4480,333,2615,6711,2388,118,4676,1199,834,6777,5721,2012,4496,4191,4199,6381,6069,5103,8506,2639,5765,8478,7577,5373,8894,2170,557,5135,391,3448,11608,8008,3595,5897,2783,5329,7833,2921,3406,4260,3226,5498,11873,11300,10966
6458,5792,4093,6179,3114,2881,6854,4834,2219,2743,160,1044,3664,3600,4169,2357,466,1145,4510,724,2804,6762,5555,5321,4441,711,1856,4311,645,1687,3068,1547,5315,4504,980,3038,5415,4720,4010,11632,9868,1670,6274,5706,2715,7281,6661,6211,8192,7486,11050,7195,5908,5233,8443,1176,2745,8318,1462,2250,6532,2960,225,11539,10564,3348
4759,748,1987,5946,4505,3193,4239,3463,69,3627,740,3721,4233,2574,3088,3036,2245,2464,6590,724,987,6528,2769,2187,5586,5519,2984,5353,3340,3110,6836,1141,1466,6562,2350,79,4705,2261,4733,3434,956,8825,3283,353,4748,6831,2095,142,11756,220,461,6520,5298,3684,10012,5489,175,9106,6607,6022,3797,36,8229,4323,3356,4189
5998,3098,3480,4634,399,2777,845,832,2322,6608,5650,1746,4747,4143,137,3255,1966,4027,6853,6637,1196,5946,3704,4127,3051,343,2453,5123,1311,165,7161,6100,2037,4291,4199,3814,7177,2788,186,11303,5595,3228,7678,6509,8981,4878,3827,6007,11997,3248,464,4906,4632,1749,4698,2058,6571,8521,1344,3719,11990,10096,7293,5156,4663,8506
6380,49,184,7012,2651,1914,2335,1503,4478,2704,2177,4387,741,684,256,5316,4511,5789,1412,204,1504,6369,6293,822,5161,5107,3507,3977,1516,3676,3098,2075,1794,3906,1701,2841,4575,1033,1194,8936,1550,3303,10150,8999,9028,7058,3432,3610,9213,2011,3090,2023,1517,6319,9211,2030,2182,10896,4164,491,9187,3993,6157,8999,4932,3117
6515,1053,1236,6275,2175,2529,5310,2631,1888,4914,4581,5439,313,128,2448,6594,6555,6217,2712,1785,4126,898,120,4505,3561,1759,3840,6137,3066,3588,2817,2547,160,5046,1617,933,4736,4268,728,10689,5669,1893,10179,2763,3556,7236,405,3840,10292,6572,1606,6825,5917,1137,9363,2813,714,7223,3047,3732,11351,9929,3104,7184,4092,734
6698,4008,4255,6629,5615,294,4567,4186,3113,5772,994,1004,2633,1115,853,6256,1246,12,5053,5006,4804,5283,29,868,5642,477,426,6659,3318,1552,430,39,908,4362,1278,2612,1196,987,1429,6913,2836,3926,10972,7085,3969,10671,9346,1506,5326,4623,747,2045,922,6045,7264,3176,5847,7908,255,3582,4526,2815,1301,3826,71,7390
6945,6741,4906,1308,980,2410,3494,2701,1289,5782,5587,4758,2371,1910,4239,5022,2221,1507,4851,3690,4200,6122,4531,3916,5591,1553,3149,4893,902,2596,1299,1102,270,5696,1693,1621,1638,97,1285,8003,4893,315,7856,5798,5436,2831,2706,8777,1450,744,4172,7168,4304,673,9935,952,3008,11235,5116,168,3012,2190,5975,11145,114,148
5110,2178,1503,2738,1648,5477,2082,344,3049,4953,2255,3292,4700,810,313,4308,3251,5256,5361,639,1418,5507,1633,749,7187,4633,349,6587,5344,1521,467,158,2282,5624,2904,2757,2826,2272,3583,3425,434,4597,7494,4475,1131,8902,7609,10017,4878,4327,4362,3537,2191,5715,11991,6540,2166,6287,194,2933,6797,3642,3934,11179,8095,7155
4435,3496,4533,6567,787,175,4787,3085,3464,5990,38,1212,4203,3887,2944,6313,1050,874,6140,3933,3181,4623,4463,943,2903,1360,1360,2764,1772,3412,2591,1681,1598,5477,146,235,4137,175,2749,7588,7553,5670,4150,3626,2304,11310,3015,315,4913,2311,7346,7061,5854,5702,7617,2719,903,9026,8394,4414,7089,5174,9622,10239,766,427
5472,4318,5917,5955,5565,490,5166,1598,2585,7164,3729,3441,3260,991,4768,6137,3859,2264,5388,2615,1045,1103,783,2634,2903,2056,5511,4404,476,1282,2508,2112,5479,5566,2623,2798,6711,5337,5043,5705,4715,9809,2828,1456,5217,8610,4253,7027,9948,4759,4003,6909,1183,1061,5801,4194,8002,5046,2587,5903,11537,7962,4588,9900,1330,561
7071,1437,85,880,391,3464,6153,5925,1013,6876,2401,1098,7037,5829,539,4542,3363,1125,3818,3523,6581,2954,1927,259,6358,189,552,5210,981,1311,5875,3522,2188,5741,2631,1556,6417,4739,1226,10799,2594,2337,6589,342,2568,11384,4984,909,9192,7720,10083,6787,5051,10155,9609,5499,4105,8362,2850,4574,8163,5091,8481,9131,831,2213
5719,60,1373,3953,919,2076,1241,94,5783,5573,4809,1611,1747,1464,473,2304,1468,1747,6876,2556,1557,1286,1080,4527,6721,1900,1555,5540,4872,4349,4541,4294,2069,4666,1972,3772,2904,961,552,10542,6332,4023,8815,788,3747,7309,1930,2081,11555,1583,272,11891,7627,1359,8215,1034,3599,10086,3388,4113,11553,1660,1582,10513,3504,4584
7032,3879,3034,5110,3157,4363,6930,3460,3041,2375,1868,5522,756,628,1479,2583,1181,1269,5877,4319,3562,4733,2706,790,6376,3481,1533,5017,4948,4818,2316,1074,1450,6466,1402,946,2495,616,1422,8233,1772,319,11774,6209,2958,7460,1578,791,10244,4816,4604,5623,2408,6452,10780,9069,4402,10811,1964,2754,11475,10640,9254,11593,6247,3788
6187,4630,1249,6316,3372,3691,6511,5891,5742,6029,1441,233,1607,891,4855,2671,110,4377,5120,3426,4785,2817,2618,2190,4428,3956,6048,4887,3185,3153,2692,30,1962,6010,2030,2928,3301,2308,63,6780,1023,5493,8523,4959,3861,6673,612,424,10032,4436,6356,9667,1222,1486,6113,737,4724,11601,4167,414,10089,6825,847,9134,316,1034
2806,441,1114,6635,3794,2773,6362,1343,1838,4821,247,2468,5571,5153,5604,6938,6662,4014,6479,805,10,2389,315,2671,6520,2455,154,4855,1218,2381,4624,2676,2327,6908,6563,713,1056,422,3879,11250,9042,1629,7425,5479,5527,6485,850,4120,11952,11185,6995,9931,5495,2920,10100,5567,1917,7848,2043,1124,4111,1980,9204,9852,5279,3027
3479,628,110,5614,5197,1221,6857,4158,1817,7042,4597,311,6022,1447,1798,4290,402,1690,5684,4502,2933,4745,571,468,4219,2833,5747,6018,187,1217,4275,1169,2964,1058,1056,6717,4513,3783,2222,3837,3318,11423,7473,2251,1454,9755,5964,8139,7762,7682,4168,7356,3074,4679,6450,2000,2838,6929,3664,4698,11335,1365,160,7600,3570,1108
2961,355,2373,1638,236,3904,4516,2652,1690,2756,1589,3620,6373,2331,2395,5578,3703,1129,4115,626,1999,4642,1575,3099,7133,3916,58,7048,2544,477,6070,2249,2685,6719,4234,388,2952,2285,2477,11942,8295,4411,6676,1851,2382,11930,5840,5907,4248,3932,5810,8961,1804,3506,7288,3526,3418,7963,1872,1887,10130,9554,268,5138,1440,219
4979,3017,3292,5306,2242,893,3554,3221,2776,4787,4149,3586,6437,1420,1910,3004,267,3209,5488,790,2237,6166,4853,2035,3275,2012,1633,4981,1825,3928,6506,1450,1878,2873,181,2714,3144,1860,918,8058,882,4718,7207,61,3263,11997,1820,806,6126,23,2586,10663,6309,4688,7180,320,365,7978,7712,9985,844,489,5841,3917,349,3857
5254,4980,6068,3957,911,692,3109,1901,4812,4224,4091,5175,6927,874,537,5946,5840,1223,6935,2154,1417,3348,60,235,2896,2319,6124,7084,6216,3346,6934,1912,1947,5406,2363,3388,2202,344,4108,11894,576,208,10409,3008,4209,10983,4984,609,8689,8256,5785,9042,3608,5083,7225,3026,1136,10251,1233,326,6196,656,3016,7425,4591,5635
6342,4041,3015,3738,1182,603,6020,3941,4230,5308,3016,409,6590,3807,2581,1329,1302,248,6198,5036,4839,3523,102,2564,6701,3096,487,4214,1554,3999,6969,2052,1633,6431,2854,3362,5966,4067,1081,11526,5959,5275,11610,2754,2902,6608,3693,2538,6218,4169,2127,10517,5175,4035,5335,3841,7727,9344,3136,3665,8556,6654,3385,8469,7957,3624
5316,1527,227,3159,1438,1546,6309,6205,6842,2701,1541,20,5364,69,1567,275,18,6219,6001,5738,4187,5985,3840,3679,4092,1367,1605,6659,15,391,6550,3153,350,6939,5676,810,2980,2320,1885,10842,1811,1645,11758,1065,926,5453,4037,514,4176,1504,8262,9377,2121,2954,9221,6256,1884,9873,5649,759,5287,4211,4577,4136,2077,6160
4016,3479,1473,3267,443,502,6946,136,234,1180,1063,132,6862,4828,516,6476,6429,2358,4450,1106,456,5824,251,914,4330,3539,2987,7035,1635,1268,3747,3011,5249,2073,1383,2628,2545,2013,6211,10676,7790,2451,11619,6087,1081,1930,1728,2381,10934,6139,4863,10210,10161,11375,4849,2252,2123,4983,3430,2461,5653,4326,2636,8219,8180,5701
2010,1566,5419,3326,45,1897,7044,3213,3248,249,176,2511,2550,1882,6246,2405,2261,894,3800,3794,1902,6487,2290,1603,3778,558,1487,6668,2285,2343,5985,3270,3355,3318,2407,1932,6743,2729,344,5337,4956,11295,6613,3374,4011,2583,171,3768,9658,4051,6212,11424,1624,856,4720,3461,5346,4014,293,1571,3963,2205,6704,5740,3132,6533
5863,1727,1914,5178,4225,1237,7079,2487,28,2584,1008,1058,6914,3158,2281,1038,799,6419,1908,853,1326,5800,1029,166,4707,4269,137,6726,5945,3738,6070,2293,891,2843,1487,3094,4358,2185,2052,11676,6443,2745,7250,6504,6472,6180,1893,7269,11819,401,346,10656,672,1745,6605,1578,1951,5292,4726,11056,8462,1297,3626,9141,421,98
6050,4863,2029,2190,1553,5584,4620,442,1313,2634,556,5073,6037,29,230,6658,5505,1699,2381,1862,581,4937,3119,3076,575,123,1153,4519,1817,1716,4668,3904,1994,4450,309,714,4225,3602,5113,7978,4702,2703,7218,2737,5678,11556,6570,609,11764,2138,1620,11729,2514,2365,6978,3890,1635,11622,5745,1032,10791,1166,2036,8818,5480,1093
3216,3210,2038,6221,1648,999,5491,1071,1198,7151,2028,1798,6238,2852,2678,2852,2189,179,1100,996,4139,4894,2569,1027,1605,20,4205,4418,1059,2976,2758,1904,3008,4855,2832,2702,5736,2393,612,5979,4550,10299,10159,6774,561,5595,2238,3788,11246,1534,718,11580,9025,1173,4723,752,4848,6909,5926,4218,11661,3252,3220,4431,383,3811
2044,622,1385,5572,585,11,5618,1534,1910,6921,6143,5607,6064,5615,6520,842,144,888,4243,83,1090,3352,2193,215,5790,2552,3746,6335,301,1149,3862,3680,2820,4725,4018,3111,3955,1338,1048,11728,9525,2364,3946,992,3890,7145,1849,3439,10430,5407,3146,3728,247,5025,8819,5686,2336,5201,953,1832,11629,555,834,7859,6646,2880
2807,1956,314,4998,4018,1923,5994,1488,2595,6385,3051,1581,6969,1286,586,1586,158,4186,5250,199,1302,1374,689,6305,6984,5635,5601,7183,3459,978,3002,966,351,3818,8,599,3665,3024,2773,4567,1355,4095,6844,5799,9555,8735,4280,7331,8169,7260,10748,8506,8282,3161,5469,4487,1209,6080,5849,10086,11908,5120,4601,4093,2238,9110
1165,696,2946,2903,1896,2980,7101,3,10,4915,1123,2049,6269,365,879,5614,3545,70,6353,4294,4562,6990,2489,1141,6950,4845,1074,4702,967,346,2387,2206,746,4409,188,2757,3414,1696,5245,7307,4838,6130,10600,9687,1859,11786,7968,7299,11657,402,298,3385,1429,569,2191,977,8797,10317,1152,902,11389,4608,5032,10965,5426,2769
3415,1003,1435,3987,2975,965,7108,6275,1246,5841,3892,1367,6783,3868,2737,2139,554,4174,6621,6614,2270,5642,3947,189,3179,164,617,4081,1783,2372,927,614,1265,6978,1578,1018,6963,4561,1385,8599,6435,5158,2772,960,7828,11117,7837,6896,11553,2516,233,2525,998,10177,10011,9504,5338,10067,1248,754,11813,3604,1082,8308,620,1992
3847,1871,4867,1977,1061,6121,2079,1886,3407,3316,3155,4634,5652,2840,3183,5759,2397,229,2277,296,2852,1884,140,520,3632,3395,4571,4670,2202,1343,1578,412,1792,6418,12,711,3787,2125,3889,7322,169,4197,9640,9245,94,10176,116,1391,9270,1009,2928,11704,4707,263,5845,3916,7230,9573,9200,7819,9291,4030,5724,9680,7090,5464
6843,3536,947,7037,5434,4750,3600,2614,5748,4795,1732,995,5995,1433,2233,3591,1862,1359,4833,1520,1572,2264,1691,5742,4808,3969,765,3811,1600,432,2958,385,3624,7117,519,455,5551,4096,3736,11350,1462,1006,489,191,4805,11451,2418,168,11189,8046,6049,7260,6922,8705,9159,2027,3474,8192,1350,1821,10985,3542,188,8054,5461,8556
4254,4150,4355,6353,4447,4195,6734,2899,2359,4058,3633,5760,6795,931,964,3088,1195,3758,4885,391,378,6315,1069,1421,1604,16,1099,2643,1751,4140,6197,2454,2967,7053,5159,825,5191,1088,186,10894,7871,8959,5103,2002,5474,9201,2109,4349,9192,1358,900,9043,2281,3264,10606,9754,4885,8663,6176,911,7631,7334,9259,11149,5766,4038
4459,972,2535,6101,2665,1,6194,3340,1431,6185,4076,4898,6828,1324,1003,5651,1634,1537,4872,4305,3104,6667,49,325,2687,1024,3282,5032,1320,2824,6710,4138,2302,2719,1847,1439,4289,162,598,11982,11451,11301,8575,4906,5666,11441,11230,11291,8734,8724,5420,10026,4744,5123,5737,1827,2804,3398,541,1578,9556,7082,5368,9421,5711,6689
6022,5263,4440,3437,319,282,4285,1358,2174,7007,2929,489,6507,5532,5254,5554,3630,1521,3671,2687,3089,6943,1320,695,4945,3826,189,6536,3578,209,4874,884,3002,2311,440,5006,4725,1220,511,11832,5733,3311,9335,6578,6937,11502,8470,7096,5430,3349,5679,10405,10179,6162,6714,3926,9014,4435,1348,3530,7842,2921,1549,10399,4972,5965
5199,822,1254,3400,1140,3554,5101,997,1980,4567,3822,2242,6229,3114,742,3445,1610,102,4073,1260,275,6318,3798,1345,1308,83,3694,3167,381,496,6992,3996,3873,6877,1132,360,4016,2513,4416,9410,8161,7918,9694,7149,4382,10128,868,618,7760,7018,6511,6388,3201,141,11802,1587,287,6617,3398,1719,6470,3599,7520,11392,3162,2517
5631,3843,2510,5814,5001,6377,6084,5520,1215,2987,830,4692,3857,3854,6276,1937,476,5585,3088,205,4044,3865,815,262,4919,2066,1938,3282,512,3668,6869,3534,1239,6105,4293,4289,5919,2674,191,9167,356,942,6927,5889,6860,9878,1588,2566,7253,5702,9308,3328,2822,4131,10502,6224,4554,4938,2735,4413,10391,4142,5201,10747,4174,4934
4298,1853,1616,7190,4897,870,1779,355,426,6849,6080,1926,6279,2171,1899,7046,350,496,6927,4608,3502,3312,2763,2942,4791,4288,3232,6438,898,987,4574,2456,1754,6101,3827,2741,3436,204,866,9753,2802,1536,7898,2327,2999,10856,5150,4007,10859,8860,5874,4637,2013,1904,8832,3446,6568,6616,3089,6383,11450,3686,3924,11507,5499,823
4061,2227,1545,3163,1925,4916,1850,1718,3388,2695,52,3388,6007,2078,1276,7192,1750,703,5821,4061,3169,3491,2547,4263,3735,1131,3212,6527,44,285,3872,68,3214,5015,1622,1298,4098,1077,2922,8487,2692,2393,8570,2330,436,9713,7520,8999,7873,68,2695,4528,3938,4958,11954,6711,1031,9910,7746,1315,11688,7319,3134,6831,5405,5892
3379,1839,2017,6154,1302,1110,3520,945,1673,6031,1595,1516,5205,2802,1287,6145,2758,3657,4929,4872,6401,5207,4413,785,5816,5758,6421,6768,6054,72,7018,6532,1085,4691,1163,3457,5943,3206,668,8188,3243,6683,6676,4078,2885,11192,1759,1932,10500,9684,2434,5548,1599,5863,6274,2686,7557,3479,1032,3757,7503,7117,10523,7318,4513,4183
3557,1624,4428,5962,1427,1046,4248,2585,4341,5952,2972,3341,3690,3500,782,7044,791,937,6458,4805,3416,1579,753,5324,6479,138,776,786,239,4898,1571,166,3208,6985,3681,2079,3405,2240,5596,11628,6564,446,5483,3945,4235,11365,3912,1568,3250,810,6041,9812,6763,2649,11145,9245,1123,6204,5305,3796,10909,2462,1802,6988,4092,1198
6361,2852,2930,5581,3602,4496,6004,766,515,6321,67,472,972,971,2037,7190,4755,3842,5069,925,2982,6150,1978,138,7117,105,34,5445,2363,631,4613,2189,1526,5383,3360,4642,6761,1678,399,5510,888,7136,5773,5587,4964,9021,5600,8495,8481,4845,2680,5698,1041,5488,3023,60,4318,4695,2018,7552,10249,5128,2507,4094,2090,5458
6439,4925,405,6475,3533,71,5753,5042,5929,6726,3722,2069,2038,1643,3098,6277,3509,1594,7126,5742,146,4310,1732,547,7046,1166,1015,3713,1035,842,3950,3477,841,6665,1440,161,5482,3297,3145,11758,5544,4921,5150,2611,3526,11916,11626,6236,6316,5249,2663,10145,4596,3427,7281,7210,5210,10229,8159,1300,7628,5433,6550,7462,5221,8860
1919,1432,4891,3013,2836,3331,6640,3216,1183,5073,4032,5994,3493,1541,1208,4362,2624,1029,1530,456,4637,3125,2257,1550,6895,2151,151,3520,3403,1034,1314,1048,6533,5386,4964,1650,5330,4370,4973,11135,9195,4168,6065,3959,6119,6526,3835,898,3730,3379,9628,8976,859,3289,5281,4232,10047,3370,75,6064,8745,4527,6551,11101,6964,5268
5378,4879,6037,3508,2319,5845,4607,814,2592,7035,1964,1662,3160,1796,5503,2767,1547,2031,5711,3668,4069,2418,1721,1497,4895,4385,933,1151,99,3712,6799,2428,1852,2072,1198,5740,5933,1710,1154,6108,1287,4351,8225,4173,7124,3589,2105,868,9979,2329,1092,11406,492,119,11096,6010,3402,9359,5855,1360,10769,1166,285,9405,7570,5658
6536,2297,1044,7034,6900,720,6385,5327,5519,6733,3502,1470,6867,2367,2288,3251,3171,6633,6112,3458,885,2194,1817,4215,1443,199,2068,4764,882,2817,6223,1331,933,6614,3283,1203,5377,2062,784,9172,5343,3555,11176,9586,3972,2352,1472,6781,8742,2691,2536,11033,3819,2713,8488,5954,8208,4864,4487,1979,9888,8526,2116,7493,1857,86
5283,1437,1288,854,850,1243,6577,3757,444,4701,4477,5295,6788,3304,33,6713,2879,2263,3539,2928,2337,4592,2821,4335,3312,1444,330,6699,5932,2231,5825,3860,1091,4534,1165,283,4099,3032,4958,7384,4034,5849,5562,62,1797,7661,3836,3984,8587,5078,680,9927,1786,1804,10742,3326,728,2356,1454,7611,3478,383,3823,5722,1991,2862
5134,1621,849,1247,45,2752,3264,1116,3100,5519,5377,3073,3517,1486,543,6097,1710,1971,2948,456,225,6106,735,41,2198,1476,4654,2998,2914,2272,3056,1078,2509,3652,1439,4444,6025,3275,2185,9199,2008,4637,7297,5455,6797,7809,6914,5477,4189,1434,7700,9945,9889,7183,8144,3046,2574,8513,543,1525,6918,2751,6293,6593,1504,3678
4362,3074,4347,3954,1769,722,5248,4572,1181,3215,709,451,2574,1007,1643,6358,1214,664,2717,756,1279,5412,1751,2758,5376,4244,268,2356,2013,6768,4487,825,874,6657,1147,3,4935,2718,6,11828,4267,3829,8639,8087,10540,6372,845,3029,10455,5404,723,7239,1160,355,7672,3025,5745,9495,4417,1692,10460,3047,1368,8767,5822,7667
5635,3729,652,2907,760,3996,1857,1008,367,2957,2449,1575,3210,357,4202,5808,619,1353,3240,2161,722,6419,2000,1664,1400,1277,1074,7111,168,111,4536,1378,682,5513,2790,2642,2223,1765,3225,11390,2569,329,11092,2582,3299,8556,362,3139,5774,2701,651,6434,3760,1775,10392,9181,3754,6770,126,1811,8781,2946,5148,10612,4007,1965
2558,2482,705,6143,11,295,1216,591,3908,2083,434,1072,7055,3269,1114,6542,3036,712,1801,901,5363,6083,6056,1336,1197,986,907,7054,5155,579,3840,703,2519,5365,348,687,3683,2298,57,9150,3389,2982,11809,10794,4199,11333,5897,3943,3724,3176,509,4449,1351,4728,4965,260,3984,8455,5844,3798,10983,8583,2954,8570,5646,2804
